Order_ID,Order_Line,Order_Date,Ship_Date,Customer_ID,Custormer_Name,Customer_Segment,Region,State,Cty,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount,Cost_Price,Sales,Profit,Shipping_Mode,Shipping_Cost,Payment_Method,Order_Priority,Sales_Rep,Sales_Rep_Region,Customer_Rating,Order_Status,Quantity_Check,Outlier_Flag,Customer_Check,Product_Check,Day_Type,First_Order_Year,Order_Year
ORD-107497,1,44944,44949,CUST-00011,Reyansh Singh,Home Office,West,Gujarat,Ahmedabad,PRD-0154,Snack Model B2,Grocery,Snacks,6,768.9,0.15,423.05,3921.39,1383.09,Standard Class,52.18,Credit Card,Critical,Reyansh Rao,West,3,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-109621,2,44769,44773,CUST-00871,Michael Nair,Corporate,East,West Bengal,Kolkata,PRD-0090,Art Supplie Model B2,Office Supplies,Art Supplies,2,99.55,0.2,52.81,159.28,53.66,Standard Class,220.61,Net Banking,Low,Jennifer Patel,Central,3,Delivered,2,,OK,OK,Weekday,2022,2022
ORD-108733,1,44975,44980,CUST-00598,Krishna Das,Consumer,South,Tamil Nadu,Chennai,PRD-0147,Beverage Model C3,Grocery,Beverages,2,374.13,0.05,222.55,710.85,265.75,Standard Class,146.24,Credit Card,Critical,Aarav Khan,Central,3,Delivered,2,,OK,OK,Weekend,2022,2023
ORD-105833,1,45641,45644,CUST-00892,Jennifer Miller,Consumer,,Maharashtra,Nashik,PRD-0157,Snack Model E5,Grocery,Snacks,3,289.56,0.2,161.01,694.94,211.91,Second Class,235.9855643,Credit Card,Medium,Elizabeth Khan,West,3,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-105526,1,44772,44776,CUST-00403,Linda Jones,Home Office,South,Andhra Pradesh,Vijayawada,PRD-0067,Storage Model C3,Furniture,Storage,3,29263.34,0,17505.44,87790.02,35273.7,Standard Class,145.26,UPI,Medium,Elizabeth Kumar,South,4,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-108306,1,45135,45141,CUST-00823,Myra Anderson,Home Office,Central,Madhya Pradesh,Indore,PRD-0174,Personal Care Model F6,Grocery,Personal Care,1,523.3,0,284.01,523.3,239.29,Standard Class,280.47,Net Banking,Low,Ishaan Bose,South,5,Delivered,1,,OK,OK,Weekend,2022,2023
ORD-103932,2,44817,44823,CUST-00365,John Bose,Consumer,South,Karnataka,Mysuru,PRD-0005,Mobile Phone Model E5,Electronics,Mobile Phones,10,29532.16,0.3,21374.86,206725.12,-7023.48,Standard Class,53.35,Credit Card,High,Reyansh Rao,West,,Delivered,10,,OK,OK,Weekday,2022,2022
ORD-101993,2,45654,45657,CUST-01260,Ira Pillai,Corporate,North,Delhi,New Delhi,PRD-0160,Snack Model H8,Grocery,Snacks,2,711.72,0.05,444.48,1352.27,463.31,Standard Class,174.03,Paypal,Medium,Diya Anderson,East,5,Delivered,2,,OK,OK,Weekday,2022,2024
ORD-107450,1,44785,44787,CUST-00151,Aarav Gupta,Corporate,North,Punjab,Ludhiana,PRD-0114,Men'S Wear Model B2,Clothing,Men'S Wear,5,518.15,0.1,264.31,2331.68,1010.13,Second Class,396.47,Net Banking,Critical,James Davis,Central,3,Delivered,5,,OK,OK,Weekend,2022,2022
ORD-101531,1,44965,44971,CUST-00582,Diya Williams,Corporate,Central,Madhya Pradesh,Gwalior,PRD-0003,Mobile Phone Model C3,Electronics,Mobile Phones,6,53549.15,0.1,38977.51,289165.41,55300.35,Standard Class,117.94,UPI,Medium,Aarav Khan,Central,,Cancelled,6,,OK,OK,Weekend,2022,2023
ORD-106241,1,44562,44564,CUST-00858,Diya Singh,Corporate,North,Delhi,Rohini,PRD-0133,Kids Wear Model E5,Clothing,Kids Wear,6,4863.77,0.15,2346.3,24805.23,10727.43,Second Class,299.09,Credit Card,Low,Michael Verma,Central,5,Delivered,6,,OK,OK,Weekend,2022,2022
ORD-107325,1,44901,44903,CUST-00273,Patricia Kapoor,Consumer,Central,Madhya Pradesh,Indore,PRD-0075,Paper Model C3,Office Supplies,Paper,5,2459.34,0.1,1335.25,11067.03,4390.78,Second Class,432.65,Debit Card,Medium,John Nair,North,4,Shipped,5,,OK,OK,Weekend,2022,2022
ORD-101893,1,44950,44956,CUST-00511,Aarav Anderson,Corporate,Central,Chhattisgarh,Bilaspur,PRD-0073,Paper Model A1,Office Supplies,Paper,2,2634.12,0.05,1466.71,5004.83,2071.41,Standard Class,416.03,Cash On Delivery,Medium,Rohan Johnson,Central,4,Processing,2,,OK,OK,Weekend,2022,2023
ORD-108780,1,44589,44592,CUST-00143,Diya Pillai,Consumer,North,Uttarakhand,Dehradun,PRD-0090,Art Supplie Model B2,Office Supplies,Art Supplies,8,821,0.1,470.1,5911.2,2150.4,Second Class,211.68,Cash On Delivery,Low,Ira Khan,Central,4,Delivered,8,,OK,OK,Weekend,2022,2022
ORD-110504,1,45209,45209,CUST-00321,Rohan Davis,Consumer,East,Odisha,Cuttack,PRD-0100,Label Model D4,Office Supplies,Labels,1,2975.99,0.1,1529.8,2678.39,1148.59,Same Day,299.62,UPI,Medium,David Singh,East,3,Delivered,1,,OK,OK,Weekend,2022,2023
ORD-110580,1,45320,45327,CUST-00195,Reyansh Garcia,Home Office,East,Jharkhand,Ranchi,PRD-0146,Beverage Model B2,Grocery,Beverages,13,455.02,0.3,272.34,4140.68,600.26,Standard Class,131.76,Cash On Delivery,Medium,John Malhotra,North,5,Processing,13,,OK,OK,Weekend,2023,2024
ORD-107788,1,45000,45000,CUST-00355,Navya Patel,Home Office,West,Maharashtra,Pune,PRD-0157,Snack Model E5,Grocery,Snacks,6,145.62,0,88.97,873.72,339.9,Same Day,34.32,Credit Card,High,Robert Kumar,North,5,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-101533,1,45573,45575,CUST-01205,Navya Garcia,Consumer,South,Andhra Pradesh,Visakhapatnam,PRD-0169,Personal Care Model A1,Grocery,Personal Care,8,839.27,0.1,458.65,6042.74,2373.54,Second Class,193.86,Cash On Delivery,Critical,Elizabeth Williams,East,4,Shipped,8,,OK,OK,Weekend,2023,2024
ORD-107509,2,45624,45631,CUST-00179,Reyansh Kumar,Home Office,West,Goa,Margao,PRD-0116,Men'S Wear Model D4,Clothing,Men'S Wear,4,3211.59,0.05,1542.5,12204.04,6034.04,Standard Class,280.21,UPI,Low,Michael Verma,Central,5,Delivered,4,,OK,OK,Weekday,2022,2024
ORD-101602,1,45633,45638,CUST-01071,Michael Patel,Home Office,North,Delhi,Dwarka,PRD-0053,Table Model E5,Furniture,Tables,5,20842.38,0,14219.86,104211.9,33112.6,Standard Class,359.16,Credit Card,Critical,Aadhya Davis,Central,4,Returned,5,,OK,OK,Weekend,2022,2024
ORD-104752,1,45559,45563,CUST-00947,Ananya Singh,Corporate,East,Odisha,Bhubaneswar,PRD-0031,Camera Model G7,Electronics,Cameras,1,59569.38,0.15,39921.56,50633.97,10712.41,Standard Class,291.22,Paypal,Medium,Kavya Johnson,East,4,Delivered,1,,OK,OK,Weekend,2022,2024
ORD-106283,1,45576,45581,CUST-00597,Reyansh Mehta,Consumer,South,Andhra Pradesh,Visakhapatnam,PRD-0022,Headphone Model F6,Electronics,Headphones,4,43738.99,0.05,30255.84,166208.16,45184.8,Standard Class,417.41,Cash On Delivery,Low,Ananya Mehta,North,5,Delivered,4,,OK,OK,Weekend,2022,2024
ORD-109042,2,44892,44896,CUST-00138,Riya Jones,Home Office,South,Kerala,Thiruvananthapuram,PRD-0010,Laptop Model B2,Electronics,Laptops,4,45073.4,0.15,33719.49,153249.56,18371.6,Standard Class,281.31,UPI,Medium,Michael Khan,East,2,Delivered,4,,OK,OK,Weekday,2022,2022
ORD-107859,1,45614,45620,CUST-00619,Vivaan Nair,Home Office,,Andhra Pradesh,Visakhapatnam,PRD-0073,Paper Model A1,Office Supplies,Paper,5,1577.06,0.1,850.01,7096.77,2846.72,Standard Class,113.28,Credit Card,Low,Elizabeth Khan,West,5,Delivered,5,,OK,OK,Weekend,2022,2024
ORD-105420,1,44673,44676,CUST-00968,Ananya Sharma,Home Office,South,Tamil Nadu,Coimbatore,PRD-0019,Headphone Model C3,Electronics,Headphones,3,28889.28,0,19772.71,86667.84,27349.71,Standard Class,50.14,Cash On Delivery,Low,James Davis,Central,,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-105845,1,45289,45293,CUST-00021,Mary Reddy,Corporate,Central,Chhattisgarh,Bilaspur,PRD-0161,Staple Model A1,Grocery,Staples,4,118.94,0,72.55,475.76,185.56,Standard Class,236.61,UPI,Low,Rohan Johnson,Central,4,Returned,4,,OK,OK,Weekend,2022,2023
ORD-102255,1,45442,45444,CUST-00385,Navya Patel,Home Office,North,Haryana,Faridabad,PRD-0102,Label Model F6,Office Supplies,Labels,3,64.08,0,32.53,192.24,94.65,Second Class,186.62,Net Banking,High,Kavya Miller,East,4,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-107889,1,44719,44725,CUST-00333,Aarav Iyer,Home Office,North,Delhi,Dwarka,PRD-0100,Label Model D4,Office Supplies,Labels,8,2238.58,0.1,1199.65,16117.78,6520.58,Standard Class,296.45,Paypal,High,Ira Menon,East,5,Delivered,8,,OK,OK,Weekend,2022,2022
ORD-106470,2,44857,44860,CUST-01126,Saanvi Khan,Home Office,South,Tamil Nadu,Vellore,PRD-0075,Paper Model C3,Office Supplies,Paper,1,1440.37,0,780.48,1440.37,659.89,Standard Class,368.79,Cash On Delivery,High,Robert Wilson,North,3,Delivered,1,,OK,OK,Weekday,2022,2022
ORD-102351,2,44713,44719,CUST-00811,Ananya Miller,Home Office,West,Gujarat,Ahmedabad,PRD-0140,Footwear Model D4,Clothing,Footwear,6,1947.83,0.3,984.74,8180.89,2272.45,Standard Class,427.61,UPI,Medium,Riya Anderson,West,3,Delivered,6,,OK,OK,Weekday,2022,2022
ORD-111027,1,44655,44658,CUST-01391,Navya Williams,Consumer,South,Karnataka,Mysuru,PRD-0148,Beverage Model D4,Grocery,Beverages,5,1344.83,0,780.37,6724.15,2822.3,Second Class,319.72,Debit Card,Low,Rohan Johnson,Central,2,Shipped,5,,OK,OK,Weekend,2022,2022
ORD-104169,2,45310,45311,CUST-00650,Aditya Johnson,Home Office,South,Kerala,Thiruvananthapuram,PRD-0050,Table Model B2,Furniture,Tables,3,16878.6,0.15,11248.75,43040.43,9294.18,First Class,361.09,Net Banking,Medium,Linda Bose,East,1,Delivered,3,,OK,OK,Weekday,2022,2024
ORD-102964,2,45149,45151,CUST-01032,Aadhya Garcia,Home Office,Central,Uttar Pradesh,Varanasi,PRD-0114,Men'S Wear Model B2,Clothing,Men'S Wear,9,532.61,0.15,252.87,4074.47,1798.64,Second Class,446.52,Net Banking,Low,Reyansh Rao,West,3,Delivered,9,,OK,OK,Weekday,2022,2023
ORD-100591,1,44995,44999,CUST-00472,Navya Kumar,Consumer,East,Bihar,Gaya,PRD-0082,Binder Model B2,Office Supplies,Binders,4,2489.82,0,1427.79,9959.28,4248.12,Standard Class,106.59,Net Banking,Medium,Rohan Johnson,Central,4,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-111675,2,45515,45517,CUST-01129,Michael Patel,Home Office,South,Kerala,Thiruvananthapuram,PRD-0073,Paper Model A1,Office Supplies,Paper,2,1227.33,0.05,660.78,2331.93,1010.37,Second Class,396.86,Paypal,High,Arjun Menon,West,4,Delivered,2,,OK,OK,Weekday,2022,2024
ORD-109408,1,45010,45010,CUST-00474,Saanvi Joshi,Corporate,North,Punjab,Amritsar,PRD-0043,Chair Model C3,Furniture,Chairs,2,3942.61,0,2482.4,7885.22,2920.42,Same Day,91.52,UPI,Medium,Vivaan Anderson,South,4,Delivered,2,,OK,OK,Weekend,2022,2023
ORD-102570,2,45285,45288,CUST-00291,Elizabeth Miller,Consumer,Central,Chhattisgarh,Bilaspur,PRD-0061,Bookcase Model E5,Furniture,Bookcases,5,5053.39,0,3107.21,25266.95,9730.9,Second Class,364.56,Debit Card,Medium,John Malhotra,North,,Delivered,5,,OK,OK,Weekday,2022,2023
ORD-100618,1,45493,45499,CUST-01181,Vivaan Pillai,Corporate,East,Odisha,Cuttack,PRD-0031,Camera Model G7,Electronics,Cameras,4,6281.65,0.2,4687.04,20101.28,1353.12,Standard Class,273.86,Cash On Delivery,Medium,Patricia Nair,West,4,Delivered,4,,OK,OK,Weekend,2022,2024
ORD-111359,1,44878,44878,CUST-00270,Elizabeth Garcia,Corporate,North,Haryana,Gurugram,PRD-0116,Men'S Wear Model D4,Clothing,Men'S Wear,2,4277.58,0.15,2186.71,7271.89,2898.47,Same Day,441.29,Cash On Delivery,High,Vihaan Bose,South,5,Delivered,2,,OK,OK,Weekend,2022,2022
ORD-111327,2,45390,45395,CUST-00600,Aarav Williams,Consumer,Central,Madhya Pradesh,Indore,PRD-0147,Beverage Model C3,Grocery,Beverages,3,753.33,0,413.96,2259.99,1018.11,Standard Class,203.77,Cash On Delivery,Low,Rohan Johnson,Central,3,Delivered,3,,OK,OK,Weekday,2022,2024
ORD-105740,2,44637,44644,CUST-00683,Patricia Kapoor,Corporate,East,Bihar,Patna,PRD-0151,Beverage Model G7,Grocery,Beverages,5,253.71,0.05,156.13,1205.12,424.47,Standard Class,367.79,Credit Card,Medium,Aadhya Davis,Central,1,Returned,5,,OK,OK,Weekday,2022,2022
ORD-110273,1,45452,45458,CUST-00393,Navya Garcia,Corporate,East,Jharkhand,Jamshedpur,PRD-0012,Laptop Model D4,Electronics,Laptops,2,31206.55,0.3,20690.15,43689.17,2308.87,Standard Class,310.28,UPI,Critical,Riya Anderson,West,4,Delivered,2,,OK,OK,Weekend,2022,2024
ORD-104829,1,45536,45331,CUST-00304,Mary Reddy,Home Office,West,Goa,Panaji,PRD-0087,Binder Model G7,Office Supplies,Binders,4,500.07,0.2,278.7,1600.22,485.42,First Class,278.7,Debit Card,Critical,Kavya Miller,East,3,Shipped,4,,OK,OK,Weekend,2022,2024
